size	step	loss
0.1	13	0.345960974693298
0.1	14	0.318601340055466
0.1	15	0.306386888027191
0.1	16	0.307227373123169
0.1	17	0.303883135318756
0.1	18	0.311043918132782
0.1	19	0.282809555530548
0.1	20	0.270948261022568
0.1	21	0.305745303630829
0.1	22	0.282498210668564
0.1	23	0.272011041641235
0.1	24	0.27750900387764
0.1	25	0.278359740972519
0.1	26	0.279587477445602
0.1	27	0.263730049133301
0.1	28	0.260949909687042
0.1	29	0.264091014862061
0.1	30	0.255234450101852
0.1	31	0.254697382450104
0.1	32	0.280442714691162
0.1	33	0.26612588763237
0.1	34	0.249442666769028
0.1	35	0.269592344760895
0.1	36	0.27150297164917
0.1	37	0.251548528671265
0.1	38	0.253336310386658
0.1	39	0.253613263368607
0.1	40	0.250494480133057
0.1	41	0.25754913687706
0.1	42	0.242723122239113
0.1	43	0.253974437713623
0.1	44	0.24717915058136
0.1	45	0.247246593236923
0.1	46	0.250794976949692
0.1	47	0.243718773126602
0.1	48	0.235782235860825
0.1	49	0.233150407671928
0.1	50	0.242067635059357
0.1	51	0.264544725418091
0.1	52	0.24005851149559
0.1	53	0.24714769423008
0.1	54	0.237296894192696
0.1	55	0.262335807085037
0.1	56	0.240431278944015
0.1	57	0.260778278112411
0.1	58	0.235287010669708
0.1	59	0.244397595524788
0.1	60	0.244154721498489
0.1	61	0.250017553567886
0.1	62	0.2515809237957
0.1	63	0.258587568998337
0.1	64	0.248831436038017
0.1	65	0.249693527817726
0.1	66	0.235050424933434
0.1	67	0.249406754970551
0.1	68	0.255724281072617
0.1	69	0.239384561777115
0.1	70	0.259391576051712
0.1	71	0.252825409173965
0.1	72	0.255850344896317
0.1	73	0.253654479980469
0.1	74	0.247231468558311
0.1	75	0.247692093253136
0.1	76	0.228029638528824
0.1	77	0.254877805709839
0.1	78	0.243873864412308
0.1	79	0.246514737606049
0.1	80	0.272278428077698
0.1	81	0.251994401216507
0.1	82	0.251842021942139
0.1	83	0.258030742406845
0.1	84	0.242040067911148
0.1	85	0.238181814551353
0.1	86	0.238833710551262
0.1	87	0.248871177434921
0.1	88	0.2377008497715
0.1	89	0.25042125582695
0.1	90	0.247538775205612
0.1	91	0.255729675292969
0.1	92	0.231905460357666
0.1	93	0.251506596803665
0.1	94	0.257518827915192
0.1	95	0.243281647562981
0.1	96	0.23782142996788
0.1	97	0.228590250015259
0.1	98	0.258159995079041
0.1	99	0.233743205666542
0.1	100	0.245390146970749
0.2	1	1.08817064762115
0.2	2	0.664729535579681
0.2	3	0.536227881908417
0.2	4	0.476084291934967
0.2	5	0.432326436042786
0.2	6	0.39989247918129
0.2	7	0.384451150894165
0.2	8	0.352040201425552
0.2	9	0.360920637845993
0.2	10	0.354033619165421
0.2	11	0.325196117162704
0.2	12	0.298900425434113
0.2	13	0.312479317188263
0.2	14	0.295580267906189
0.2	15	0.296496570110321
0.2	16	0.27449557185173
0.2	17	0.289733290672302
0.2	18	0.288773596286774
0.2	19	0.261595338582993
0.2	20	0.258405268192291
0.2	21	0.26464918255806
0.2	22	0.248633459210396
0.2	23	0.241446062922478
0.2	24	0.25850236415863
0.2	25	0.239146932959557
0.2	26	0.238354533910751
0.2	27	0.232275381684303
0.2	28	0.231856629252434
0.2	29	0.241873160004616
0.2	30	0.232789263129234
0.2	31	0.227439150214195
0.2	32	0.230543673038483
0.2	33	0.22658534348011
0.2	34	0.23159883916378
0.2	35	0.239698618650436
0.2	36	0.230646729469299
0.2	37	0.225980490446091
0.2	38	0.221847712993622
0.2	39	0.222300067543983
0.2	40	0.224479228258133
0.2	41	0.233333379030228
0.2	42	0.217645227909088
0.2	43	0.223447412252426
0.2	44	0.215240359306335
0.2	45	0.218852788209915
0.2	46	0.22575381398201
0.2	47	0.216117992997169
0.2	48	0.222794368863106
0.2	49	0.21895395219326
0.2	50	0.228586733341217
0.2	51	0.216507971286774
0.2	52	0.225841790437698
0.2	53	0.232073709368706
0.2	54	0.221125811338425
0.2	55	0.227952286601067
0.2	56	0.231721609830856
0.2	57	0.220767214894295
0.2	58	0.225451856851578
0.2	59	0.219915986061096
0.2	60	0.212205693125725
0.2	61	0.220764234662056
0.2	62	0.225393995642662
0.2	63	0.214037120342255
0.2	64	0.216234475374222
0.2	65	0.214629828929901
0.2	66	0.224852427840233
0.2	67	0.222970083355904
0.2	68	0.216731086373329
0.2	69	0.22448542714119
0.2	70	0.215221062302589
0.2	71	0.219665572047234
0.2	72	0.225774854421616
0.2	73	0.224778667092323
0.2	74	0.213194534182549
0.2	75	0.217697620391846
0.2	76	0.215215370059013
0.2	77	0.219280958175659
0.2	78	0.225700154900551
0.2	79	0.216688096523285
0.2	80	0.21234430372715
0.2	81	0.213968232274055
0.2	82	0.227553606033325
0.2	83	0.22622437775135
0.2	84	0.212121292948723
0.2	85	0.222490385174751
0.2	86	0.21795828640461
0.2	87	0.210451349616051
0.2	88	0.228549897670746
0.2	89	0.22068065404892
0.2	90	0.212568953633308
0.2	91	0.225265219807625
0.2	92	0.21807886660099
0.2	93	0.218200758099556
0.2	94	0.223212316632271
0.2	95	0.225213423371315
0.2	96	0.212524309754372
0.2	97	0.217603474855423
0.2	98	0.218748211860657
0.2	99	0.218640685081482
0.2	100	0.221555441617966
0.5	1	0.761019885540009
0.5	2	0.520421743392944
0.5	3	0.441132485866547
0.5	4	0.395456492900848
0.5	5	0.388148725032806
0.5	6	0.374619096517563
0.5	7	0.340903013944626
0.5	8	0.313704550266266
0.5	9	0.306788384914398
0.5	10	0.302485525608063
0.5	11	0.291259706020355
0.5	12	0.28942734003067
0.5	13	0.273793816566467
0.5	14	0.277530908584595
0.5	15	0.268360644578934
0.5	16	0.264001876115799
0.5	17	0.263900130987167
0.5	18	0.256350964307785
0.5	19	0.259455680847168
0.5	20	0.249157264828682
0.5	21	0.25098916888237
0.5	22	0.24624864757061
0.5	23	0.238189950585365
0.5	24	0.235451206564903
0.5	25	0.232672140002251
0.5	26	0.230791985988617
0.5	27	0.241118982434273
0.5	28	0.229966163635254
0.5	29	0.230781182646751
0.5	30	0.229616492986679
0.5	31	0.230763226747513
0.5	32	0.227144330739975
0.5	33	0.227559804916382
0.5	34	0.22221827507019
0.5	35	0.222687348723412
0.5	36	0.220092415809631
0.5	37	0.22052825987339
0.5	38	0.219087272882462
0.5	39	0.223589047789574
0.5	40	0.216754198074341
0.5	41	0.220321118831635
0.5	42	0.218256443738937
0.5	43	0.217239737510681
0.5	44	0.220359683036804
0.5	45	0.214986681938171
0.5	46	0.217340350151062
0.5	47	0.213336601853371
0.5	48	0.216706037521362
0.5	49	0.214429944753647
0.5	50	0.214672088623047
0.5	51	0.214648544788361
0.5	52	0.215484738349915
0.5	53	0.215009793639183
0.5	54	0.220055609941483
0.5	55	0.217324748635292
0.5	56	0.21194863319397
0.5	57	0.209531664848328
0.5	58	0.216585978865623
0.5	59	0.213924691081047
0.5	60	0.219304993748665
0.5	61	0.216154560446739
0.5	62	0.214120030403137
0.5	63	0.218496605753899
0.5	64	0.21442623436451
0.5	65	0.208242133259773
0.5	66	0.207883179187775
0.5	67	0.212601900100708
0.5	68	0.208665296435356
0.5	69	0.215418443083763
0.5	70	0.212637454271317
0.5	71	0.215916410088539
0.5	72	0.206538051366806
0.5	73	0.216901227831841
0.5	74	0.210283428430557
0.5	75	0.209887236356735
0.5	76	0.217523008584976
0.5	77	0.224132716655731
0.5	78	0.213202387094498
0.5	79	0.214534282684326
0.5	80	0.214856073260307
0.5	81	0.215213447809219
0.5	82	0.217121556401253
0.5	83	0.212099999189377
0.5	84	0.208840221166611
0.5	85	0.207404792308807
0.5	86	0.210613578557968
0.5	87	0.213291391730309
0.5	88	0.212419152259827
0.5	89	0.209326133131981
0.5	90	0.209233149886131
0.5	91	0.214632332324982
0.5	92	0.214817985892296
0.5	93	0.209787860512733
0.5	94	0.211042866110802
0.5	95	0.208719149231911
0.5	96	0.211896479129791
0.5	97	0.211408719420433
0.5	98	0.216430306434631
0.5	99	0.214833080768585
0.5	100	0.220075696706772
1	1	0.694726526737213
1	2	0.434989422559738
1	3	0.383363306522369
1	4	0.341138869524002
1	5	0.328319042921066
1	6	0.321639984846115
1	7	0.3146992623806
1	8	0.298826962709427
1	9	0.301093012094498
1	10	0.278942376375198
1	11	0.27695369720459
1	12	0.27188229560852
1	13	0.270922422409058
1	14	0.261009335517883
1	15	0.252243489027023
1	16	0.254530489444733
1	17	0.242767959833145
1	18	0.245717257261276
1	19	0.244807332754135
1	20	0.242356196045876
1	21	0.238789260387421
1	22	0.230513080954552
1	23	0.23446960747242
1	24	0.227678582072258
1	25	0.225310325622559
1	26	0.224110469222069
1	27	0.222744032740593
1	28	0.217508405447006
1	29	0.216630503535271
1	30	0.217717826366425
1	31	0.212995111942291
1	32	0.2118319272995
1	33	0.215633422136307
1	34	0.203409492969513
1	35	0.212712958455086
1	36	0.212402924895287
1	37	0.210602477192879
1	38	0.207737281918526
1	39	0.206471562385559
1	40	0.208511844277382
1	41	0.202212303876877
1	42	0.201708033680916
1	43	0.198453068733215
1	44	0.202375754714012
1	45	0.203119069337845
1	46	0.200146302580833
1	47	0.204165384173393
1	48	0.200339421629906
1	49	0.201568737626076
1	50	0.197088122367859
1	51	0.198018535971642
1	52	0.200792387127876
1	53	0.201398730278015
1	54	0.195635706186295
1	55	0.193128764629364
1	56	0.197586983442307
1	57	0.19922861456871
1	58	0.19616873562336
1	59	0.198317855596542
1	60	0.19633387029171
1	61	0.197688788175583
1	62	0.192195475101471
1	63	0.195851430296898
1	64	0.200163155794144
1	65	0.197743624448776
1	66	0.197515830397606
1	67	0.196850284934044
1	68	0.200148403644562
1	69	0.20034271478653
1	70	0.19597764313221
1	71	0.197361752390862
1	72	0.195715740323067
1	73	0.197147473692894
1	74	0.195579364895821
1	75	0.193271458148956
1	76	0.200122192502022
1	77	0.196183323860168
1	78	0.196791723370552
1	79	0.194668605923653
1	80	0.195796981453896
1	81	0.19448459148407
1	82	0.196992203593254
1	83	0.197203889489174
1	84	0.198211386799812
1	85	0.196443930268288
1	86	0.199497923254967
1	87	0.197267919778824
1	88	0.193236231803894
1	89	0.194546476006508
1	90	0.196526706218719
1	91	0.198336720466614
1	92	0.199465692043304
1	93	0.19545541703701
1	94	0.195533886551857
1	95	0.196163088083267
1	96	0.19291789829731
1	97	0.195424020290375
1	98	0.19295409321785
1	99	0.195877939462662
1	100	0.196556657552719
